Array riordinato: 
Elemento 96361: 71.0398
Elemento 96362: 71.0441
Elemento 96363: 71.0748
Elemento 96364: 71.0884
Elemento 96365: 71.1108
Elemento 96366: 71.1148
Elemento 96367: 71.1498
Elemento 96368: 71.1754
Elemento 96369: 71.1838
Elemento 96370: 71.1988
Elemento 96371: 71.2112
Elemento 96372: 71.2661
Elemento 96373: 71.2665
Elemento 96374: 71.286
Elemento 96375: 71.3121
Elemento 96376: 71.3232
Elemento 96377: 71.3287
Elemento 96378: 71.3351
Elemento 96379: 71.3518
Elemento 96380: 71.3573
Elemento 96381: 71.3703
Elemento 96382: 71.3752
Elemento 96383: 71.3767
Elemento 96384: 71.3804
Elemento 96385: 71.3813
Elemento 96386: 71.3837
Elemento 96387: 71.3866
Elemento 96388: 71.4029
Elemento 96389: 71.4085
Elemento 96390: 71.4314
Elemento 96391: 71.439
Elemento 96392: 71.4491
Elemento 96393: 71.4604
Elemento 96394: 71.4702
Elemento 96395: 71.4742
Elemento 96396: 71.4772
Elemento 96397: 71.4939
Elemento 96398: 71.5028
Elemento 96399: 71.5093
Elemento 96400: 71.5384
Elemento 96401: 71.5413
Elemento 96402: 71.5519
Elemento 96403: 71.5767
Elemento 96404: 71.5778
Elemento 96405: 71.5837
Elemento 96406: 71.5882
Elemento 96407: 71.636
Elemento 96408: 71.6854
Elemento 96409: 71.6882
Elemento 96410: 71.6898
Elemento 96411: 71.7066
Elemento 96412: 71.7166
Elemento 96413: 71.7581
Elemento 96414: 71.7833
Elemento 96415: 71.7846
Elemento 96416: 71.7942
Elemento 96417: 71.7948
Elemento 96418: 71.7958
Elemento 96419: 71.8181
Elemento 96420: 71.819
Elemento 96421: 71.8392
Elemento 96422: 71.846
Elemento 96423: 71.8699
Elemento 96424: 71.8785
Elemento 96425: 71.9123
Elemento 96426: 71.931
Elemento 96427: 71.9835
Elemento 96428: 71.9933
Elemento 96429: 72.0011
Elemento 96430: 72.0283
Elemento 96431: 72.0373
Elemento 96432: 72.046
Elemento 96433: 72.0508
Elemento 96434: 72.0944
Elemento 96435: 72.0951
Elemento 96436: 72.1165
Elemento 96437: 72.1234
Elemento 96438: 72.1427
Elemento 96439: 72.1521
Elemento 96440: 72.1739
Elemento 96441: 72.1836
Elemento 96442: 72.2026
Elemento 96443: 72.2344
Elemento 96444: 72.2393
Elemento 96445: 72.2521
Elemento 96446: 72.2674
Elemento 96447: 72.2873
Elemento 96448: 72.3068
Elemento 96449: 72.3155
Elemento 96450: 72.3259
Elemento 96451: 72.3429
Elemento 96452: 72.3685
Elemento 96453: 72.4066
Elemento 96454: 72.4481
Elemento 96455: 72.457
Elemento 96456: 72.4598
Elemento 96457: 72.4955
Elemento 96458: 72.5029
Elemento 96459: 72.5243
Elemento 96460: 72.533
Elemento 96461: 72.5523
Elemento 96462: 72.5959
Elemento 96463: 72.6111
Elemento 96464: 72.6181
Elemento 96465: 72.638
Elemento 96466: 72.6509
Elemento 96467: 72.655
Elemento 96468: 72.6739
Elemento 96469: 72.6975
Elemento 96470: 72.7308
Elemento 96471: 72.7428
Elemento 96472: 72.7759
Elemento 96473: 72.7928
Elemento 96474: 72.85
Elemento 96475: 72.871
Elemento 96476: 72.8985
Elemento 96477: 72.9201
Elemento 96478: 72.9275
Elemento 96479: 72.9301
Elemento 96480: 72.9465
Elemento 96481: 72.9529
Elemento 96482: 72.9672
Elemento 96483: 72.9804
Elemento 96484: 72.9954
Elemento 96485: 72.9984
Elemento 96486: 73.0042
Elemento 96487: 73.0816
Elemento 96488: 73.1022
Elemento 96489: 73.1556
Elemento 96490: 73.1789
Elemento 96491: 73.2041
Elemento 96492: 73.2284
Elemento 96493: 73.2519
Elemento 96494: 73.2657
Elemento 96495: 73.2995
Elemento 96496: 73.3013
Elemento 96497: 73.3051
Elemento 96498: 73.3493
Elemento 96499: 73.3525
Elemento 96500: 73.3931
Elemento 96501: 73.4012
Elemento 96502: 73.4023
Elemento 96503: 73.4037
Elemento 96504: 73.4062
Elemento 96505: 73.4099
Elemento 96506: 73.4316
Elemento 96507: 73.4356
Elemento 96508: 73.4483
Elemento 96509: 73.4843
Elemento 96510: 73.4872
Elemento 96511: 73.494
Elemento 96512: 73.4954
Elemento 96513: 73.5223
Elemento 96514: 73.5266
Elemento 96515: 73.5623
Elemento 96516: 73.5636
Elemento 96517: 73.6037
Elemento 96518: 73.6233
Elemento 96519: 73.6409
Elemento 96520: 73.6469
Elemento 96521: 73.6595
Elemento 96522: 73.6665
Elemento 96523: 73.6683
Elemento 96524: 73.6786
Elemento 96525: 73.7614
Elemento 96526: 73.7865
Elemento 96527: 73.8272
Elemento 96528: 73.8708
Elemento 96529: 73.8992
Elemento 96530: 73.9029
Elemento 96531: 73.9152
Elemento 96532: 73.9181
Elemento 96533: 73.937
Elemento 96534: 73.9563
Elemento 96535: 73.957
Elemento 96536: 73.9606
Elemento 96537: 73.9648
Elemento 96538: 73.97
Elemento 96539: 73.9933
Elemento 96540: 74.0058
Elemento 96541: 74.0099
Elemento 96542: 74.013
Elemento 96543: 74.019
Elemento 96544: 74.0191
Elemento 96545: 74.0436
Elemento 96546: 74.044
Elemento 96547: 74.0587
Elemento 96548: 74.0638
Elemento 96549: 74.0676
Elemento 96550: 74.0738
Elemento 96551: 74.0814
Elemento 96552: 74.1107
Elemento 96553: 74.1109
Elemento 96554: 74.1595
Elemento 96555: 74.1748
Elemento 96556: 74.192
Elemento 96557: 74.1973
Elemento 96558: 74.2067
Elemento 96559: 74.2214
Elemento 96560: 74.2295
Elemento 96561: 74.2363
Elemento 96562: 74.2602
Elemento 96563: 74.2649
Elemento 96564: 74.2668
Elemento 96565: 74.2697
Elemento 96566: 74.3001
Elemento 96567: 74.3228
Elemento 96568: 74.325
Elemento 96569: 74.3904
Elemento 96570: 74.4019
Elemento 96571: 74.4255
Elemento 96572: 74.4339
Elemento 96573: 74.454
Elemento 96574: 74.4915
Elemento 96575: 74.4945
Elemento 96576: 74.513
Elemento 96577: 74.5419
Elemento 96578: 74.5687
Elemento 96579: 74.6127
Elemento 96580: 74.6475
Elemento 96581: 74.6482
Elemento 96582: 74.6511
Elemento 96583: 74.6786
Elemento 96584: 74.6894
Elemento 96585: 74.7261
Elemento 96586: 74.7553
Elemento 96587: 74.7704
Elemento 96588: 74.7851
Elemento 96589: 74.7969
Elemento 96590: 74.8162
Elemento 96591: 74.8424
Elemento 96592: 74.9968
Elemento 96593: 75.0064
Elemento 96594: 75.0183
Elemento 96595: 75.0186
Elemento 96596: 75.0717
Elemento 96597: 75.0824
Elemento 96598: 75.1657
Elemento 96599: 75.1662
Elemento 96600: 75.2175
Elemento 96601: 75.2372
Elemento 96602: 75.2514
Elemento 96603: 75.2593
Elemento 96604: 75.2717
Elemento 96605: 75.2758
Elemento 96606: 75.2759
Elemento 96607: 75.337
Elemento 96608: 75.3523
Elemento 96609: 75.3536
Elemento 96610: 75.4058
Elemento 96611: 75.4147
Elemento 96612: 75.4435
Elemento 96613: 75.4511
Elemento 96614: 75.4666
Elemento 96615: 75.4677
Elemento 96616: 75.5085
Elemento 96617: 75.5087
Elemento 96618: 75.5123
Elemento 96619: 75.523
Elemento 96620: 75.5342
Elemento 96621: 75.5769
Elemento 96622: 75.5838
Elemento 96623: 75.5905
Elemento 96624: 75.6533
Elemento 96625: 75.6595
Elemento 96626: 75.663
Elemento 96627: 75.6722
Elemento 96628: 75.6724
Elemento 96629: 75.6988
Elemento 96630: 75.7073
Elemento 96631: 75.7077
Elemento 96632: 75.7114
Elemento 96633: 75.7163
Elemento 96634: 75.751
Elemento 96635: 75.7623
Elemento 96636: 75.7798
Elemento 96637: 75.7843
Elemento 96638: 75.792
Elemento 96639: 75.844
Elemento 96640: 75.8702
Elemento 96641: 75.9116
Elemento 96642: 75.9125
Elemento 96643: 75.931
Elemento 96644: 75.9388
Elemento 96645: 75.9451
Elemento 96646: 75.9489
Elemento 96647: 75.9497
Elemento 96648: 75.9818
Elemento 96649: 75.9956
Elemento 96650: 76.0065
Elemento 96651: 76.0163
Elemento 96652: 76.0483
Elemento 96653: 76.0825
Elemento 96654: 76.115
Elemento 96655: 76.1446
Elemento 96656: 76.1605
Elemento 96657: 76.1835
Elemento 96658: 76.1876
Elemento 96659: 76.1944
Elemento 96660: 76.1998
Elemento 96661: 76.2296
Elemento 96662: 76.2392
Elemento 96663: 76.2589
Elemento 96664: 76.2904
Elemento 96665: 76.3003
Elemento 96666: 76.3093
Elemento 96667: 76.3215
Elemento 96668: 76.3376
Elemento 96669: 76.34
Elemento 96670: 76.3738
Elemento 96671: 76.3827
Elemento 96672: 76.4178
Elemento 96673: 76.4343
Elemento 96674: 76.4351
Elemento 96675: 76.4461
Elemento 96676: 76.4516
Elemento 96677: 76.458
Elemento 96678: 76.4597
Elemento 96679: 76.4814
Elemento 96680: 76.5095
Elemento 96681: 76.5107
Elemento 96682: 76.5263
Elemento 96683: 76.5365
Elemento 96684: 76.5698
Elemento 96685: 76.5913
Elemento 96686: 76.5993
Elemento 96687: 76.6249
Elemento 96688: 76.6489
Elemento 96689: 76.6497
Elemento 96690: 76.681
Elemento 96691: 76.692
Elemento 96692: 76.7157
Elemento 96693: 76.7178
Elemento 96694: 76.7838
Elemento 96695: 76.8201
Elemento 96696: 76.8301
Elemento 96697: 76.883
Elemento 96698: 76.9309
Elemento 96699: 76.9674
Elemento 96700: 76.9934
Elemento 96701: 77.0105
Elemento 96702: 77.0139
Elemento 96703: 77.0162
Elemento 96704: 77.0611
Elemento 96705: 77.1058
Elemento 96706: 77.1302
Elemento 96707: 77.1343
Elemento 96708: 77.16
Elemento 96709: 77.1676
Elemento 96710: 77.2481
Elemento 96711: 77.2606
Elemento 96712: 77.2655
Elemento 96713: 77.2955
Elemento 96714: 77.3218
Elemento 96715: 77.322
Elemento 96716: 77.3294
Elemento 96717: 77.3961
Elemento 96718: 77.4106
Elemento 96719: 77.4522
Elemento 96720: 77.4638
Elemento 96721: 77.4664
Elemento 96722: 77.4701
Elemento 96723: 77.4728
Elemento 96724: 77.4964
Elemento 96725: 77.507
Elemento 96726: 77.5314
Elemento 96727: 77.553
Elemento 96728: 77.561
Elemento 96729: 77.5798
Elemento 96730: 77.5898
Elemento 96731: 77.6307
Elemento 96732: 77.6332
Elemento 96733: 77.6693
Elemento 96734: 77.6906
Elemento 96735: 77.6932
Elemento 96736: 77.7205
Elemento 96737: 77.7668
Elemento 96738: 77.838
Elemento 96739: 77.8546
Elemento 96740: 77.9161
Elemento 96741: 77.9364
Elemento 96742: 77.9578
Elemento 96743: 77.9814
Elemento 96744: 77.9923
Elemento 96745: 78.0145
Elemento 96746: 78.0354
Elemento 96747: 78.1149
Elemento 96748: 78.1443
Elemento 96749: 78.1496
Elemento 96750: 78.2074
Elemento 96751: 78.2314
Elemento 96752: 78.2501
Elemento 96753: 78.2633
Elemento 96754: 78.2683
Elemento 96755: 78.2728
Elemento 96756: 78.2898
Elemento 96757: 78.2904
Elemento 96758: 78.3494
Elemento 96759: 78.3517
Elemento 96760: 78.3753
Elemento 96761: 78.3812
Elemento 96762: 78.3818
Elemento 96763: 78.4055
Elemento 96764: 78.425
Elemento 96765: 78.4399
Elemento 96766: 78.4444
Elemento 96767: 78.4444
Elemento 96768: 78.4742
Elemento 96769: 78.5103
Elemento 96770: 78.5346
Elemento 96771: 78.5395
Elemento 96772: 78.5592
Elemento 96773: 78.5805
Elemento 96774: 78.6052
Elemento 96775: 78.6098
Elemento 96776: 78.625
Elemento 96777: 78.628
Elemento 96778: 78.6333
Elemento 96779: 78.6501
Elemento 96780: 78.8118
Elemento 96781: 78.8129
Elemento 96782: 78.8232
Elemento 96783: 78.8353
Elemento 96784: 78.8791
Elemento 96785: 78.8812
Elemento 96786: 78.8865
Elemento 96787: 78.9148
Elemento 96788: 78.9264
Elemento 96789: 78.9497
Elemento 96790: 78.9685
Elemento 96791: 78.969
Elemento 96792: 78.9848
Elemento 96793: 78.9898
Elemento 96794: 79.0081
Elemento 96795: 79.0459
Elemento 96796: 79.0468
Elemento 96797: 79.072
Elemento 96798: 79.1184
Elemento 96799: 79.1235
Elemento 96800: 79.1283
Elemento 96801: 79.1746
Elemento 96802: 79.2562
Elemento 96803: 79.2868
Elemento 96804: 79.3044
Elemento 96805: 79.3201
Elemento 96806: 79.3483
Elemento 96807: 79.3838
Elemento 96808: 79.4049
Elemento 96809: 79.4424
Elemento 96810: 79.4462
Elemento 96811: 79.4476
Elemento 96812: 79.4513
Elemento 96813: 79.4516
Elemento 96814: 79.4841
Elemento 96815: 79.4944
Elemento 96816: 79.5092
Elemento 96817: 79.5279
Elemento 96818: 79.5337
Elemento 96819: 79.5429
Elemento 96820: 79.5471
Elemento 96821: 79.5481
Elemento 96822: 79.5493
Elemento 96823: 79.5564
Elemento 96824: 79.5569
Elemento 96825: 79.5639
Elemento 96826: 79.5692
Elemento 96827: 79.597
Elemento 96828: 79.6271
Elemento 96829: 79.6527
Elemento 96830: 79.6633
Elemento 96831: 79.6806
Elemento 96832: 79.6809
Elemento 96833: 79.7085
Elemento 96834: 79.7311
Elemento 96835: 79.7497
Elemento 96836: 79.7729
Elemento 96837: 79.7829
Elemento 96838: 79.7935
Elemento 96839: 79.7956
Elemento 96840: 79.8647
Elemento 96841: 79.8727
Elemento 96842: 79.877
Elemento 96843: 79.8895
Elemento 96844: 79.9268
Elemento 96845: 79.9285
Elemento 96846: 79.929
Elemento 96847: 79.9768
Elemento 96848: 80.0393
Elemento 96849: 80.0746
Elemento 96850: 80.0778
Elemento 96851: 80.1057
Elemento 96852: 80.1421
Elemento 96853: 80.1578
Elemento 96854: 80.1715
Elemento 96855: 80.2167
Elemento 96856: 80.2245
Elemento 96857: 80.2309
Elemento 96858: 80.2368
Elemento 96859: 80.2491
Elemento 96860: 80.2577
Elemento 96861: 80.2852
Elemento 96862: 80.337
Elemento 96863: 80.4162
Elemento 96864: 80.4233
Elemento 96865: 80.4668
Elemento 96866: 80.4795
Elemento 96867: 80.5201
Elemento 96868: 80.5264
Elemento 96869: 80.5325
Elemento 96870: 80.5556
Elemento 96871: 80.6224
Elemento 96872: 80.6591
Elemento 96873: 80.6849
Elemento 96874: 80.6892
Elemento 96875: 80.7
Elemento 96876: 80.7018
Elemento 96877: 80.7078
Elemento 96878: 80.7084
Elemento 96879: 80.7117
Elemento 96880: 80.718
Elemento 96881: 80.7338
Elemento 96882: 80.7675
Elemento 96883: 80.7816
Elemento 96884: 80.7896
Elemento 96885: 80.7976
Elemento 96886: 80.7993
Elemento 96887: 80.8041
Elemento 96888: 80.8063
Elemento 96889: 80.8398
Elemento 96890: 80.843
Elemento 96891: 80.9148
Elemento 96892: 80.9242
Elemento 96893: 80.9675
Elemento 96894: 80.9934
Elemento 96895: 80.9985
Elemento 96896: 81.0089
Elemento 96897: 81.0337
Elemento 96898: 81.1144
Elemento 96899: 81.1363
Elemento 96900: 81.1584
Elemento 96901: 81.1672
Elemento 96902: 81.1984
Elemento 96903: 81.2088
Elemento 96904: 81.3012
Elemento 96905: 81.3131
Elemento 96906: 81.3155
Elemento 96907: 81.335
Elemento 96908: 81.4029
Elemento 96909: 81.4066
Elemento 96910: 81.4068
Elemento 96911: 81.4393
Elemento 96912: 81.4699
Elemento 96913: 81.4879
Elemento 96914: 81.4993
Elemento 96915: 81.5405
Elemento 96916: 81.5736
Elemento 96917: 81.5926
Elemento 96918: 81.6035
Elemento 96919: 81.6277
Elemento 96920: 81.6451
Elemento 96921: 81.6774
Elemento 96922: 81.6864
Elemento 96923: 81.6912
Elemento 96924: 81.7552
Elemento 96925: 81.7685
Elemento 96926: 81.8107
Elemento 96927: 81.8163
Elemento 96928: 81.8213
Elemento 96929: 81.8422
Elemento 96930: 81.8709
Elemento 96931: 81.9239
Elemento 96932: 81.939
Elemento 96933: 81.9865
Elemento 96934: 82.0455
Elemento 96935: 82.0541
Elemento 96936: 82.0618
Elemento 96937: 82.0866
Elemento 96938: 82.0925
Elemento 96939: 82.1117
Elemento 96940: 82.1168
Elemento 96941: 82.138
Elemento 96942: 82.1757
Elemento 96943: 82.1887
Elemento 96944: 82.193
Elemento 96945: 82.1999
Elemento 96946: 82.2037
Elemento 96947: 82.2344
Elemento 96948: 82.2358
Elemento 96949: 82.2379
Elemento 96950: 82.2643
Elemento 96951: 82.3139
Elemento 96952: 82.3186
Elemento 96953: 82.3581
Elemento 96954: 82.4598
Elemento 96955: 82.477
Elemento 96956: 82.5096
Elemento 96957: 82.5164
Elemento 96958: 82.5478
Elemento 96959: 82.5978
Elemento 96960: 82.6369
Elemento 96961: 82.6506
Elemento 96962: 82.7259
Elemento 96963: 82.7766
Elemento 96964: 82.79
Elemento 96965: 82.7961
Elemento 96966: 82.8035
Elemento 96967: 82.8718
Elemento 96968: 82.8942
Elemento 96969: 82.8981
Elemento 96970: 82.9006
Elemento 96971: 82.9243
Elemento 96972: 82.9558
Elemento 96973: 82.9684
Elemento 96974: 82.9787
Elemento 96975: 83.0752
Elemento 96976: 83.1368
Elemento 96977: 83.1503
Elemento 96978: 83.1535
Elemento 96979: 83.1548
Elemento 96980: 83.2017
Elemento 96981: 83.2324
Elemento 96982: 83.2645
Elemento 96983: 83.2678
Elemento 96984: 83.2983
Elemento 96985: 83.3103
Elemento 96986: 83.3974
Elemento 96987: 83.4094
Elemento 96988: 83.4199
Elemento 96989: 83.4386
Elemento 96990: 83.4439
Elemento 96991: 83.4646
Elemento 96992: 83.4756
Elemento 96993: 83.4804
Elemento 96994: 83.4886
Elemento 96995: 83.5015
Elemento 96996: 83.5028
Elemento 96997: 83.51
Elemento 96998: 83.5195
Elemento 96999: 83.5269
Elemento 97000: 83.5674
Elemento 97001: 83.5811
Elemento 97002: 83.629
Elemento 97003: 83.6293
Elemento 97004: 83.642
Elemento 97005: 83.6442
Elemento 97006: 83.6576
Elemento 97007: 83.6814
Elemento 97008: 83.6815
Elemento 97009: 83.7196
Elemento 97010: 83.7328
Elemento 97011: 83.7788
Elemento 97012: 83.7996
Elemento 97013: 83.8114
Elemento 97014: 83.8169
Elemento 97015: 83.8301
Elemento 97016: 83.8341
Elemento 97017: 83.8359
Elemento 97018: 83.8407
Elemento 97019: 83.8407
Elemento 97020: 83.8512
Elemento 97021: 83.8729
Elemento 97022: 83.889
Elemento 97023: 83.928
Elemento 97024: 83.9295
Elemento 97025: 83.9433
Elemento 97026: 83.9548
Elemento 97027: 83.957
Elemento 97028: 83.9685
Elemento 97029: 84.0013
Elemento 97030: 84.0015
Elemento 97031: 84.061
Elemento 97032: 84.0657
Elemento 97033: 84.0691
Elemento 97034: 84.1058
Elemento 97035: 84.1282
Elemento 97036: 84.137
Elemento 97037: 84.1617
Elemento 97038: 84.1643
Elemento 97039: 84.1897
Elemento 97040: 84.1989
Elemento 97041: 84.2034
Elemento 97042: 84.273
Elemento 97043: 84.2837
Elemento 97044: 84.2871
Elemento 97045: 84.2879
Elemento 97046: 84.3404
Elemento 97047: 84.3627
Elemento 97048: 84.3906
Elemento 97049: 84.4227
Elemento 97050: 84.4331
Elemento 97051: 84.4618
Elemento 97052: 84.4641
Elemento 97053: 84.473
Elemento 97054: 84.5015
Elemento 97055: 84.5033
Elemento 97056: 84.5608
Elemento 97057: 84.5657
Elemento 97058: 84.6295
Elemento 97059: 84.6588
Elemento 97060: 84.6659
Elemento 97061: 84.6814
Elemento 97062: 84.7048
Elemento 97063: 84.7142
Elemento 97064: 84.7147
Elemento 97065: 84.7701
Elemento 97066: 84.7812
Elemento 97067: 84.8514
Elemento 97068: 84.8985
Elemento 97069: 84.9474
Elemento 97070: 85.0302
Elemento 97071: 85.0414
Elemento 97072: 85.0589
Elemento 97073: 85.09
Elemento 97074: 85.1255
Elemento 97075: 85.1292
Elemento 97076: 85.2034
Elemento 97077: 85.2268
Elemento 97078: 85.2386
Elemento 97079: 85.2493
Elemento 97080: 85.3656
Elemento 97081: 85.379
Elemento 97082: 85.3818
Elemento 97083: 85.438
Elemento 97084: 85.4409
Elemento 97085: 85.4561
Elemento 97086: 85.4767
Elemento 97087: 85.4926
Elemento 97088: 85.6259
Elemento 97089: 85.7089
Elemento 97090: 85.71
Elemento 97091: 85.7193
Elemento 97092: 85.7198
Elemento 97093: 85.7226
Elemento 97094: 85.7254
Elemento 97095: 85.7349
Elemento 97096: 85.7543
Elemento 97097: 85.7618
Elemento 97098: 85.7775
Elemento 97099: 85.7825
Elemento 97100: 85.8034
Elemento 97101: 85.82
Elemento 97102: 85.8247
Elemento 97103: 85.8525
Elemento 97104: 85.8658
Elemento 97105: 85.9521
Elemento 97106: 85.9738
Elemento 97107: 85.9839
Elemento 97108: 86.0259
Elemento 97109: 86.0313
Elemento 97110: 86.0601
Elemento 97111: 86.0781
Elemento 97112: 86.1082
Elemento 97113: 86.1239
Elemento 97114: 86.1271
Elemento 97115: 86.1576
Elemento 97116: 86.1706
Elemento 97117: 86.2026
Elemento 97118: 86.2252
Elemento 97119: 86.2841
Elemento 97120: 86.313
Elemento 97121: 86.3149
Elemento 97122: 86.3204
Elemento 97123: 86.4022
Elemento 97124: 86.4508
Elemento 97125: 86.4686
Elemento 97126: 86.4919
Elemento 97127: 86.5285
Elemento 97128: 86.5365
Elemento 97129: 86.5541
Elemento 97130: 86.5815
Elemento 97131: 86.5827
Elemento 97132: 86.5876
Elemento 97133: 86.63
Elemento 97134: 86.6527
Elemento 97135: 86.7098
Elemento 97136: 86.7163
Elemento 97137: 86.7457
Elemento 97138: 86.7717
Elemento 97139: 86.775
Elemento 97140: 86.7882
Elemento 97141: 86.9053
Elemento 97142: 86.9555
Elemento 97143: 86.969
Elemento 97144: 87.0174
Elemento 97145: 87.0214
Elemento 97146: 87.0291
Elemento 97147: 87.0529
Elemento 97148: 87.0745
Elemento 97149: 87.1275
Elemento 97150: 87.1448
Elemento 97151: 87.1984
Elemento 97152: 87.2013
Elemento 97153: 87.2116
Elemento 97154: 87.2575
Elemento 97155: 87.259
Elemento 97156: 87.2798
Elemento 97157: 87.2927
Elemento 97158: 87.3409
Elemento 97159: 87.3923
Elemento 97160: 87.3929
Elemento 97161: 87.4181
Elemento 97162: 87.4345
Elemento 97163: 87.4387
Elemento 97164: 87.4539
Elemento 97165: 87.5229
Elemento 97166: 87.5543
Elemento 97167: 87.5995
Elemento 97168: 87.6113
Elemento 97169: 87.6255
Elemento 97170: 87.6822
Elemento 97171: 87.7143
Elemento 97172: 87.7681
Elemento 97173: 87.7937
Elemento 97174: 87.9235
Elemento 97175: 87.9337
Elemento 97176: 88.0176
Elemento 97177: 88.0195
Elemento 97178: 88.0272
Elemento 97179: 88.0402
Elemento 97180: 88.06
Elemento 97181: 88.1023
Elemento 97182: 88.1031
Elemento 97183: 88.1249
Elemento 97184: 88.137
Elemento 97185: 88.158
Elemento 97186: 88.1919
Elemento 97187: 88.2006
Elemento 97188: 88.2703
Elemento 97189: 88.3145
Elemento 97190: 88.3371
Elemento 97191: 88.3414
Elemento 97192: 88.3548
Elemento 97193: 88.3603
Elemento 97194: 88.3693
Elemento 97195: 88.3821
Elemento 97196: 88.4913
Elemento 97197: 88.4997
Elemento 97198: 88.5168
Elemento 97199: 88.5606
Elemento 97200: 88.5803
Elemento 97201: 88.5817
Elemento 97202: 88.6251
Elemento 97203: 88.6453
Elemento 97204: 88.67
Elemento 97205: 88.6956
Elemento 97206: 88.7245
Elemento 97207: 88.7396
Elemento 97208: 88.8031
Elemento 97209: 88.8235
Elemento 97210: 88.851
Elemento 97211: 88.8771
Elemento 97212: 88.9037
Elemento 97213: 88.9183
Elemento 97214: 88.976
Elemento 97215: 89.003
Elemento 97216: 89.0312
Elemento 97217: 89.0398
Elemento 97218: 89.0568
Elemento 97219: 89.06
Elemento 97220: 89.0614
Elemento 97221: 89.0666
Elemento 97222: 89.0687
Elemento 97223: 89.0694
Elemento 97224: 89.1393
Elemento 97225: 89.1945
Elemento 97226: 89.2159
Elemento 97227: 89.2491
Elemento 97228: 89.3249
Elemento 97229: 89.3292
Elemento 97230: 89.3799
Elemento 97231: 89.3852
Elemento 97232: 89.453
Elemento 97233: 89.4982
Elemento 97234: 89.5089
Elemento 97235: 89.5658
Elemento 97236: 89.5972
Elemento 97237: 89.6243
Elemento 97238: 89.633
Elemento 97239: 89.6613
